0	1	68fd1e64	80e26c9b
0	2	68fd1e64	f0cf0024
0	2	287e684f	0a519c5c
0		68fd1e64	2c16a946
0	3	8cf07265	ae46a29d
0		05db9164	6c9c9cf3
0		439a44a4	ad4527a2
1	1	68fd1e64	2c16a946
0		05db9164	d833535f
0		05db9164	510b40a5
0		05db9164	0468d672
0	0	05db9164	9b5fd12f
1	0	241546e0	38a947a1
1		be589b51	287130e0
0	0	5a9ed9b0	80e26c9b
0		05db9164	bc6e3dc1
1	1	68fd1e64	38d50e09
0	0	8cf07265	7cd19acc
0	0	05db9164	f0cf0024
0	7	3c9d8785	b0660259
1		1464facd	38a947a1
0	0	05db9164	09e68b86
0		05db9164	38a947a1
0		05db9164	08d6d899
0	0	5a9ed9b0	3df44d94
0		5a9ed9b0	09e68b86
1	0	8cf07265	942f9a8d
1	0	68fd1e64	38a947a1
1	0	68fd1e64	1287a654
1	3	05db9164	90081f33
1		8cf07265	9adf4cf9
0		be589b51	4c2bc594
0	1	05db9164	26a88120
0	4	05db9164	e5fb1af3
1	1	05db9164	f3b07830
1	0	05db9164	8947f767
0		7e5c2ff4	d833535f
0	6	9a89b36c	4f25e98b
0	0	68fd1e64	9adf4cf9
0	8	5a9ed9b0	c66fca21
0		05db9164	26a88120
1	88	05db9164	08d6d899
0		05db9164	09e68b86
0		5a9ed9b0	38a947a1
0	0	05db9164	4c2bc594
0	0	05db9164	d833535f
0		05db9164	0ca4b7d7
0	31	05db9164	4f25e98b
0	1	05db9164	38a947a1
0	0	68fd1e64	c41a84c8
0	0	05db9164	8947f767
1	1	5a9ed9b0	38a947a1
0		fb174e6b	47e8ab98
0	0	05db9164	287130e0
0		5bfa8ab5	89ddfee8
0	6	8cf07265	287130e0
0	0	be589b51	09e68b86
0		05db9164	d7988e72
0		87552397	207b2d81
0		05db9164	58e67aaf
0		5a9ed9b0	8084ee93
0		68fd1e64	287130e0
0	39	05db9164	73a46ff0
1		05db9164	09e68b86
0	1	05db9164	8e4f887c
1		05db9164	d7988e72
0	7	68fd1e64	80e26c9b
0		be589b51	e5fb1af3
0	5	ae82ea21	9e5ce894
0	0	05db9164	0a519c5c
0	0	8cf07265	207b2d81
0	4	05db9164	8947f767
1		05db9164	5a88f1d5
0		68fd1e64	287130e0
0		8cf07265	4c2bc594
1		05db9164	f0cf0024
0		5bfa8ab5	38a947a1
0	2	3c9d8785	38a947a1
1	2	05db9164	942f9a8d
0	1	05db9164	2c16a946
0		05db9164	4c2bc594
0		68fd1e64	ae46a29d
0	13	5a9ed9b0	4f25e98b
0		05db9164	58e67aaf
0		05db9164	09e68b86
0	0	05db9164	207b2d81
1	6	05db9164	09e68b86
1		05db9164	762b9a6f
0	1	be589b51	38a947a1
0		5bfa8ab5	09e68b86
1		68fd1e64	d4be07ad
0		68fd1e64	4c2bc594
0		05db9164	4c2bc594
0		05db9164	8ab240be
0		05db9164	80e26c9b
0		05db9164	38a947a1
0		05db9164	c5fe64d9
0		05db9164	09e68b86
0		5a9ed9b0	999aae35
0	0	05db9164	09e68b86
1		5a9ed9b0	3f0d3f28
0		f473b8dc	80e26c9b
1	0	68fd1e64	cc8e236e
1	0	05db9164	2a69d406
0		5a9ed9b0	95e2d337
0	0	05db9164	ad61f1c8
0	0	68fd1e64	2c16a946
1	2	05db9164	f9875f50
0		68fd1e64	207b2d81
0	6	5a9ed9b0	62e9e9bf
0	2	05db9164	ae46a29d
0		05db9164	beea1002
0	0	5a9ed9b0	38d50e09
0	2	05db9164	f3b07830
1		5a9ed9b0	08d6d899
1	0	ae82ea21	38a947a1
0	0	05db9164	e77e5e6e
1		05db9164	38d50e09
0		05db9164	38a947a1
0	1	5a9ed9b0	58e67aaf
0	0	5a9ed9b0	4f25e98b
1	1	5a9ed9b0	942f9a8d
0	0	05db9164	9b25e48b
0	0	1a5f926e	404660bb
0	0	05db9164	4f25e98b
0		f473b8dc	38d50e09
0		05db9164	f7ab4058
0		68fd1e64	95e2d337
0	0	87552397	4c2bc594
1	5	be589b51	4f25e98b
0	3	6e4a368f	38a947a1
0	2	5a9ed9b0	3e4b7926
0		05db9164	942f9a8d
0		68fd1e64	78ccd99e
0		05db9164	0363d860
0		05db9164	f0cf0024
0		05db9164	38a947a1
0		f473b8dc	287130e0
0	0	68fd1e64	80e26c9b
0		ae82ea21	38a947a1
1	7	05db9164	09e68b86
1	5	68fd1e64	b80912da
0		68fd1e64	8084ee93
0	20	05db9164	3f0d3f28
0	1	05db9164	b2659ff1
0		68fd1e64	09e68b86
0	8	05db9164	09e68b86
0	0	5a9ed9b0	097e9399
1		b455c6d7	38a947a1
1	1	68fd1e64	04e09220
0	1	17f69355	207b2d81
0		05db9164	421b43cd
0	3	05db9164	09e68b86
0		05db9164	2c8c5f5d
0		68fd1e64	287130e0
1	1	05db9164	4c2bc594
0		68fd1e64	4c2bc594
1	6	05db9164	403ea497
0	0	05db9164	8e4f887c
1	4	05db9164	6c9c9cf3
0	3	68fd1e64	c76014f5
0		05db9164	09e68b86
0		68fd1e64	791f3f76
1	3	05db9164	09e68b86
0	1	05db9164	207b2d81
0	2	68fd1e64	4c2bc594
1	2	05db9164	80e26c9b
0	2	68fd1e64	38a947a1
0	0	05db9164	4c2bc594
0	0	05db9164	8ab240be
0	3	68a25dc5	80e26c9b
0		05db9164	8cc9c66e
0	0	68fd1e64	08d6d899
0		8cf07265	d4e5ee28
0	0	5bfa8ab5	9819deea
0	0	05db9164	2c16a946
0		09ca0b81	d833535f
0		05db9164	791f3f76
0		68fd1e64	4c2bc594
0	0	05db9164	4c2bc594
0	0	5bfa8ab5	b7ca2abd
1	10	8cf07265	9e5ce894
0	6	05db9164	8e4f887c
0	0	05db9164	4883e3bc
0	3	05db9164	80e26c9b
0	0	f473b8dc	86d4fccc
